"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Brad Keller","Diamondbacks","0","0","5.76","0","0","0","1.0","1","1","0","1","1","1.73","4.99","5.74","5.79","0.0","0.0","sa737865"
"Yanuel Cuevas"," ","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.80","5.63","6.70","5.79","0.0","-0.1","sa683733"
"Collin Wiles","Rangers","0","0","5.83","0","0","0","1.0","1","1","0","0","1","1.68","4.35","4.63","5.79","0.0","0.0","sa657869"
"Nick Mccully","White Sox","0","0","5.88","0","0","0","1.0","1","1","0","0","0","1.65","4.37","4.28","5.79","0.0","0.0","sa501576"
"Emilio Vargas","Diamondbacks","0","0","5.74","0","0","0","1.0","1","1","0","1","1","1.71","4.65","5.37","5.79","0.0","0.0","sa736761"
"Jose Morel"," ","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.81","5.79","6.87","5.79","0.0","-0.1","sa657746"
"John Kukuruda","Rangers","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.75","5.50","5.93","5.80","0.0","0.0","sa549815"
"Jimmy Cordero","Blue Jays","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.80","6.27","6.78","5.80","0.0","-0.1","sa680023"
"Daniel Mcgrath","Red Sox","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.78","5.04","6.14","5.80","0.0","0.0","sa739598"
"Andrew Church","Mets","0","0","5.87","0","0","0","1.0","1","1","0","0","1","1.72","4.30","5.12","5.80","0.0","0.0","sa737545"
"Randy Rosario","Twins","0","0","6.08","0","0","0","1.0","1","1","0","0","1","1.78","4.46","5.66","5.80","0.0","0.0","sa597117"
"Dace Kime","Indians","0","0","5.92","0","0","0","1.0","1","1","0","1","1","1.72","4.66","5.15","5.80","0.0","0.0","sa548429"
"William Oliver","Yankees","0","0","5.61","0","0","0","1.0","1","1","0","1","1","1.63","4.68","4.63","5.80","0.0","0.0","sa550026"
"Zack Littell","Mariners","0","0","5.76","0","0","0","1.0","1","1","0","0","1","1.68","4.34","4.95","5.80","0.0","0.0","sa737929"
"Ethan Stewart","Phillies","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.79","5.40","6.40","5.80","0.0","0.0","sa550320"
"Endrys Briceno","Tigers","0","0","5.83","0","0","0","1.0","1","1","0","0","0","1.66","3.93","4.39","5.80","0.0","0.0","sa505062"
"Philip Walby","Yankees","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.80","6.87","7.38","5.80","0.0","-0.1","sa550369"
"Felix Ramos","Marlins","0","0","5.93","0","0","0","1.0","1","1","0","1","1","1.83","4.72","6.71","5.80","0.0","0.0","sa597437"
"Jake Sisco","Indians","0","0","5.91","0","0","0","1.0","1","1","0","0","1","1.70","4.41","4.84","5.80","0.0","0.0","sa550065"
"Ty Boyles","Reds","0","0","5.70","0","0","0","1.0","1","1","0","1","1","1.75","5.65","6.40","5.81","0.0","0.0","sa737945"
"Yan De La Cruz"," ","0","0","5.81","0","0","0","1.0","1","1","0","0","1","1.70","4.19","4.94","5.81","0.0","0.0","sa739470"
"Scott Schultz","Diamondbacks","0","0","5.72","0","0","0","1.0","1","1","0","0","1","1.70","4.22","4.98","5.81","0.0","0.0","sa738147"
"Enrique De Los Rio"," ","0","0","5.81","0","0","0","1.0","1","1","0","0","1","1.70","4.10","4.86","5.81","0.0","0.0","sa737281"
"Chase Mallard","Blue Jays","0","0","5.85","0","0","0","1.0","1","1","0","1","1","1.69","4.75","4.88","5.81","0.0","0.0","sa829313"
"Miguel Bautista"," ","0","0","5.84","0","0","0","1.0","1","1","0","1","1","1.76","5.12","5.95","5.81","0.0","0.0","sa597199"
"Joan Baez"," ","0","0","5.84","0","0","0","1.0","1","1","0","1","1","1.73","4.61","5.39","5.81","0.0","0.0","sa828412"
"Felix Paulino"," ","0","0","5.82","0","0","0","1.0","1","1","0","0","1","1.72","4.43","5.20","5.81","0.0","0.0","sa828972"
"Joan De La Cruz","Brewers","0","0","5.92","0","0","0","1.0","1","1","0","1","1","1.79","5.50","6.35","5.81","0.0","0.0","sa679922"
"Sam Lewis","Royals","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.79","5.53","6.80","5.81","0.0","-0.1","sa701852"
"Manuel Rondon","Angels","0","0","5.93","0","0","0","1.0","1","1","0","0","1","1.77","4.46","5.90","5.81","0.0","0.0","sa737083"
"Luis Ramos"," ","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.79","4.93","6.35","5.81","0.0","-0.1","sa659949"
"Chris Pike","Rays","0","0","5.77","0","0","0","1.0","1","1","0","0","1","1.72","4.49","5.45","5.81","0.0","0.0","sa829177"
"Argenis Blanco"," ","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.77","4.83","5.98","5.81","0.0","0.0","sa737195"
"Sam Gibbons","Twins","0","0","6.06","0","0","0","1.0","1","1","0","0","1","1.75","4.31","5.20","5.82","0.0","0.0","sa659495"
"Jerad Grundy","Athletics","0","0","5.79","0","0","0","1.0","1","1","0","0","1","1.71","3.67","5.09","5.82","0.0","0.0","sa503656"
"Marek Minarik","Pirates","0","0","5.94","0","0","0","1.0","1","1","0","0","1","1.78","4.27","5.85","5.82","0.0","0.0","sa605675"
"Eduard Reyes","Brewers","0","0","5.88","0","0","0","1.0","1","1","0","1","1","1.77","5.42","6.04","5.82","0.0","0.0","sa550685"
"Alexander Santana"," ","0","0","5.84","0","0","0","1.0","1","1","0","1","1","1.75","4.81","5.71","5.82","0.0","0.0","sa597091"
"Ryan Eades","Twins","0","0","6.06","0","0","0","1.0","1","1","0","0","1","1.75","4.24","5.12","5.82","0.0","0.0","sa549448"
"Brandon Welch","Mets","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.78","5.04","6.11","5.82","0.0","-0.1","sa657996"
"Jose Rodriguez","Royals","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.76","5.14","6.36","5.83","0.0","-0.1","sa597270"
"Gabriel Castellanos","Marlins","0","0","6.01","0","0","0","1.0","1","1","0","1","1","1.85","5.11","7.00","5.83","0.0","0.0","sa597044"
"Jose Quijada"," ","0","0","5.90","0","0","0","1.0","1","1","0","1","1","1.78","4.81","6.11","5.83","0.0","0.0","sa828494"
"Sandy Garces","Royals","0","0","5.65","0","0","0","1.0","1","1","0","0","1","1.71","3.85","5.26","5.83","0.0","0.0","sa657779"
"Salvador Montano","Astros","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.78","5.42","6.18","5.83","0.0","0.0","sa828367"
"Kevin Escorcia","White Sox","0","0","6.01","0","0","0","1.0","1","1","0","1","1","1.75","5.51","5.92","5.83","0.0","0.0","sa737256"
"Juan Marte","Mets","0","0","5.92","0","0","0","1.0","1","1","0","1","1","1.76","4.65","5.67","5.83","0.0","0.0","sa657826"
"Austin Platt","Diamondbacks","0","0","5.79","0","0","0","1.0","1","1","0","1","1","1.74","4.86","5.72","5.83","0.0","0.0","sa599263"
"Eddie Campbell","Mariners","0","0","5.87","0","0","0","1.0","1","1","0","1","1","1.75","4.63","5.84","5.83","0.0","0.0","sa550195"
"Dario Agrazal"," ","0","0","5.84","0","0","0","1.0","1","1","0","0","1","1.70","4.00","4.84","5.84","0.0","0.0","sa737059"
"Daniel Savas","Diamondbacks","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.81","5.77","6.94","5.84","0.0","-0.1","sa827494"
"Alexander Valdez","Angels","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.82","5.38","6.80","5.84","0.0","-0.1","sa657133"
"Jovany Lopez"," ","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.87","6.37","7.79","5.84","0.0","-0.1","sa504961"
"Zach Jemiola","Rockies","0","0","5.94","0","0","0","1.0","1","1","0","0","1","1.71","4.45","4.64","5.84","0.0","0.0","sa658131"
"Bernardo Ramirez","Reds","0","0","5.70","0","0","0","1.0","1","1","0","1","1","1.73","5.43","5.96","5.84","0.0","0.0","sa657878"
"Devin Williams","Brewers","0","0","5.91","0","0","0","1.0","1","1","0","1","1","1.77","5.39","6.01","5.84","0.0","0.0","sa737560"
"Stone Speer","Rays","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.85","5.83","7.50","5.84","0.0","-0.1","sa738397"
"Raul Pedie","Mariners","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.80","5.80","6.93","5.84","0.0","-0.1","sa657554"
"Alexis Tapia","Twins","0","0","6.06","0","0","0","1.0","1","1","0","0","1","1.76","4.21","5.21","5.84","0.0","0.0","sa737330"
"Francisco Gonzalez","Braves","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.78","4.72","5.87","5.84","0.0","0.0","sa657929"
"Prebito Reyes"," ","0","0","5.91","0","0","0","1.0","1","1","0","0","1","1.75","4.31","5.60","5.84","0.0","0.0","sa828194"
"Ian Kendall","Rays","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.83","6.04","7.36","5.85","0.0","-0.1","sa548354"
"Jeffrey Mckenzie","White Sox","0","0","5.99","0","0","0","1.0","1","1","0","0","1","1.69","4.09","4.62","5.85","0.0","0.0","sa738409"
"Anthony Nunez","Diamondbacks","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.76","4.92","6.00","5.85","0.0","-0.1","sa737444"
"Mike Jeffreys","Royals","0","0","5.61","0","0","0","1.0","1","1","0","0","1","1.70","4.02","5.16","5.85","0.0","0.0","sa748595"
"Miguel Urena","Dodgers","0","0","5.73","0","0","0","1.0","1","1","0","0","1","1.71","4.42","5.38","5.85","0.0","0.0","sa737019"
"Ricardo Pereira","Mariners","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.73","4.56","5.55","5.85","0.0","-0.1","sa504802"
"Juan Perez","Cardinals","0","0","5.83","0","0","0","1.0","1","1","0","1","1","1.80","5.18","6.65","5.85","0.0","0.0","sa657633"
"Ben Hughes","Rockies","0","0","5.95","0","0","0","1.0","1","1","0","0","1","1.71","4.29","4.52","5.85","0.0","0.0","sa579617"
"Adam Smith","Yankees","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.75","5.89","6.49","5.85","0.0","-0.1","sa455534"
"Wendolyn Bautista","Reds","0","0","5.69","0","0","0","1.0","1","1","0","1","1","1.69","4.82","5.26","5.85","0.0","0.0","sa737042"
"Angel Yepez","Rays","0","0","5.80","0","0","0","1.0","1","1","0","0","1","1.72","4.12","5.19","5.86","0.0","0.0","sa735852"
"Cristhian Perez","Athletics","0","0","5.73","0","0","0","1.0","1","1","0","0","1","1.69","3.33","4.51","5.86","0.0","0.0","sa550616"
"Carlos Salazar","Braves","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.85","5.85","7.15","5.86","0.0","0.0","sa737688"
"Luis Cedeno"," ","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.81","4.98","6.49","5.86","0.0","-0.1","sa656042"
"Chad Taylor","Yankees","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.76","5.87","6.48","5.86","0.0","-0.1","sa501777"
"Jose Morel"," ","0","0","5.89","0","0","0","1.0","1","1","0","1","1","1.75","4.72","5.64","5.86","0.0","0.0","sa754711"
"Sergio Gomez","Red Sox","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.78","4.70","5.96","5.86","0.0","0.0","sa549541"
"Armando Paniagua","Giants","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.88","5.78","7.80","5.87","0.0","-0.1","sa507009"
"Jose Rodriguez"," ","0","0","5.91","0","0","0","1.0","1","1","0","1","1","1.75","4.68","5.66","5.87","0.0","0.0","sa738489"
"Anyelo Gomez"," ","0","0","6.05","0","0","0","1.0","1","1","0","1","1","1.78","4.80","6.10","5.87","0.0","0.0","sa737475"
"Joshua Torres","Brewers","0","0","5.91","0","0","0","1.0","1","1","0","1","1","1.75","4.89","5.57","5.87","0.0","0.0","sa659907"
"Jordan Cote","Yankees","0","0","5.65","0","0","0","1.0","1","1","0","1","1","1.66","4.55","4.83","5.87","0.0","0.0","sa597868"
"Jose Alonzo","Rays","0","0","5.81","0","0","0","1.0","1","1","0","0","1","1.71","3.99","5.05","5.87","0.0","0.0","sa550593"
"Thomas Robson","Blue Jays","0","0","5.92","0","0","0","1.0","1","1","0","1","1","1.71","4.68","5.02","5.87","0.0","0.0","sa597959"
"Tommy Burns","Mariners","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.75","5.02","6.01","5.87","0.0","-0.1","sa658988"
"Juan Alcantara"," ","0","0","5.90","0","0","0","1.0","1","1","0","1","1","1.76","4.84","5.81","5.87","0.0","0.0","sa657566"
"Moises Cedeno"," ","0","0","5.92","0","0","0","1.0","1","1","0","1","1","1.76","4.97","5.88","5.87","0.0","0.0","sa657803"
"Robert Russell","Padres","0","0","6.18","0","0","0","1.0","1","1","0","1","1","1.86","5.40","7.16","5.88","0.0","0.0","sa658654"
"Andin Diaz"," ","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.82","5.27","6.80","5.88","0.0","-0.1","sa658855"
"Jordany Santana","Braves","0","0","5.98","0","0","0","1.0","1","1","0","0","1","1.78","4.44","5.67","5.88","0.0","0.0","sa737097"
"Mervin Del Rosario"," ","0","0","5.92","0","0","0","1.0","1","1","0","1","1","1.79","4.57","6.09","5.88","0.0","0.0","sa597073"
"Luis Carreno","Mets","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.78","5.13","6.17","5.88","0.0","0.0","sa657513"
"Jean Batista"," ","0","0","5.89","0","0","0","1.0","1","1","0","0","1","1.74","4.48","5.48","5.88","0.0","0.0","sa551965"
"Carlos Lara"," ","0","0","5.93","0","0","0","1.0","1","1","0","1","1","1.79","5.18","6.27","5.88","0.0","0.0","sa657817"
"Ivan Andueza"," ","0","0","5.96","0","0","0","1.0","1","1","0","1","1","1.79","4.82","6.26","5.88","0.0","0.0","sa737194"
"Jose Salas"," ","0","0","5.89","0","0","0","1.0","1","1","0","0","1","1.72","4.12","5.09","5.88","0.0","0.0","sa737489"
"Akeem Bostick","Rangers","0","0","5.92","0","0","0","1.0","1","1","0","0","1","1.70","4.25","4.68","5.88","0.0","0.0","sa737616"
"Jonathan Musser","Phillies","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.75","4.80","5.56","5.88","0.0","0.0","sa549565"
"Jeremy Kivel","Reds","0","0","5.75","0","0","0","1.0","1","1","0","1","1","1.73","5.30","5.88","5.88","0.0","0.0","sa658152"
"Dennis Torres","Orioles","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.70","4.93","5.53","5.88","0.0","-0.1","sa658652"
"Hector Garcia"," ","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.80","4.87","6.30","5.88","0.0","0.0","sa736906"
"Abdiel Velasquez","Dodgers","0","0","5.76","0","0","0","1.0","1","1","0","0","1","1.73","4.44","5.53","5.88","0.0","0.0","sa548098"
"Cody Reed","Royals","0","0","5.73","0","0","0","1.0","1","1","0","0","1","1.74","4.06","5.63","5.89","0.0","0.0","sa737542"
"Gaby Almonte","Mets","0","0","5.98","0","0","0","1.0","1","1","0","0","1","1.75","4.39","5.45","5.89","0.0","0.0","sa597214"
"Kevin Sosa"," ","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.84","5.73","7.12","5.89","0.0","-0.1","sa657432"
"Jose Mendoza","Angels","0","0","5.91","0","0","0","1.0","1","1","0","0","1","1.71","3.43","4.68","5.89","0.0","0.0","sa657127"
"Johalis Pacheco"," ","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.78","4.57","5.98","5.89","0.0","0.0","sa737355"
"Jairo Labourt","Blue Jays","0","0","6.03","0","0","0","1.0","1","1","0","1","1","1.80","5.90","6.60","5.89","0.0","0.0","sa598267"
"Troy Scott","Mariners","0","0","5.85","0","0","0","1.0","1","1","0","0","1","1.72","4.32","5.26","5.89","0.0","0.0","sa738185"
"Juan Torres"," ","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.82","5.51","6.78","5.89","0.0","-0.1","sa659946"
"Gregorio Santos"," ","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.81","5.19","6.54","5.89","0.0","-0.1","sa597200"
"Nicholas Sawyer","Rays","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.92","6.95","8.69","5.89","0.0","-0.1","sa550042"
"Jake Newberry","Royals","0","0","5.69","0","0","0","1.0","1","1","0","0","1","1.74","4.47","5.71","5.89","0.0","0.0","sa659054"
"Matt Alvarez","Royals","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.79","5.35","6.71","5.89","0.0","-0.1","sa752901"
"Jonathan Hernandez"," ","0","0","5.91","0","0","0","1.0","1","1","0","0","1","1.75","4.43","5.47","5.89","0.0","0.0","sa737482"
"Yonny Chirinos","Rays","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.77","4.69","6.07","5.90","0.0","-0.1","sa735855"
"Franco Terrero","Royals","0","0","5.65","0","0","0","1.0","1","1","0","0","1","1.73","4.06","5.42","5.90","0.0","0.0","sa828421"
"Alexis Paredes","Indians","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.79","5.09","6.18","5.90","0.0","-0.1","sa547917"
"Jimmy Yacabonis","Orioles","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.79","6.26","7.04","5.90","0.0","-0.1","sa738301"
"Jose Flores","Mariners","0","0","5.84","0","0","0","1.0","1","1","0","0","1","1.68","3.78","4.64","5.90","0.0","0.0","sa546479"
"Sergio Velis"," ","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.79","4.54","6.05","5.90","0.0","0.0","sa656037"
"David Villegas"," ","0","0","5.97","0","0","0","1.0","1","1","0","1","1","1.80","4.95","6.39","5.90","0.0","0.0","sa652680"
"Edgar Gomez","Rays","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.79","4.94","6.36","5.90","0.0","-0.1","sa740804"
"Harold Arauz","Astros","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.76","5.04","5.68","5.90","0.0","0.0","sa657710"
"Carlos Pinales","Red Sox","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.82","5.03","6.54","5.90","0.0","0.0","sa551690"
"Deion Williams","Nationals","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.87","5.71","7.40","5.91","0.0","-0.1","sa598271"
"Rigoberto Garcia","Mariners","0","0","5.88","0","0","0","1.0","1","1","0","1","1","1.75","4.90","5.88","5.91","0.0","0.0","sa597030"
"Chris Freudenberg","White Sox","0","0","6.07","0","0","0","1.0","1","1","0","1","1","1.73","4.78","5.39","5.91","0.0","0.0","sa737879"
"Torey Deshazier","Royals","0","0","5.72","0","0","0","1.0","1","1","0","1","1","1.76","4.73","6.08","5.91","0.0","0.0","sa659618"
"Kuo Hua Lo","Twins","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.86","5.33","6.80","5.91","0.0","-0.1","sa659189"
"Yankory Pimentel"," ","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.83","5.34","6.78","5.91","0.0","-0.1","sa659446"
"Simon De La Rosa"," ","0","0","5.99","0","0","0","1.0","1","1","0","1","1","1.80","5.44","6.56","5.91","0.0","0.0","sa737325"
"Oliver Asencio","Mariners","0","0","5.93","0","0","0","1.0","1","1","0","0","1","1.76","4.32","5.81","5.91","0.0","0.0","sa657805"
"Carlos Valdez","Mets","0","0","6.06","0","0","0","1.0","1","1","0","1","1","1.82","4.94","6.52","5.91","0.0","0.0","sa600903"
"Marc Magliaro","Rockies","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.84","5.75","6.64","5.91","0.0","0.0","sa739267"
"Crusito Mieses","Angels","0","0","5.99","0","0","0","1.0","1","1","0","0","1","1.77","4.45","5.79","5.91","0.0","0.0","sa748945"
"Adrian Almeida","Mets","0","0","6.10","0","0","0","1.0","1","1","0","1","1","1.83","5.39","6.84","5.91","0.0","0.0","sa658087"
"Brady Wager","Orioles","0","0","5.67","0","0","0","1.0","1","1","0","0","0","1.64","4.11","4.41","5.91","0.0","0.0","sa502341"
"Miguel Estevez"," ","0","0","5.94","0","0","0","1.0","1","1","0","0","1","1.75","4.44","5.51","5.92","0.0","0.0","sa828477"
"Audry German","Mets","0","0","6.02","0","0","0","1.0","1","1","0","1","1","1.78","4.67","5.87","5.92","0.0","0.0","sa597273"
"Yeralf Torres","Braves","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.88","6.08","7.50","5.92","0.0","-0.1","sa737215"
"Aneury Olivo","Mets","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.87","5.90","7.56","5.92","0.0","-0.1","sa657516"
"Francis Rodriguez"," ","0","0","5.93","0","0","0","1.0","1","1","0","0","1","1.74","4.25","5.28","5.92","0.0","0.0","sa658088"
"Rafael Volquez"," ","0","0","5.95","0","0","0","1.0","1","1","0","0","1","1.75","4.42","5.52","5.92","0.0","0.0","sa828722"
"Scott Firth","Rockies","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.84","5.74","6.65","5.92","0.0","0.0","sa503079"
"Juan Pena","Rockies","0","0","6.04","0","0","0","1.0","1","1","0","1","1","1.76","4.74","5.26","5.93","0.0","0.0","sa828553"
"Ronald Dominguez","Mariners","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.81","5.37","6.77","5.93","0.0","-0.1","sa600293"
"Milton Gomez","Brewers","0","0","5.98","0","0","0","1.0","1","1","0","1","1","1.78","4.99","5.86","5.93","0.0","0.0","sa597280"
"Ramon Rodriguez","Angels","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.86","5.61","7.32","5.93","0.0","-0.1","sa657131"
"Eber Guzman"," ","0","0","5.93","0","0","0","1.0","1","1","0","0","1","1.73","4.12","5.16","5.93","0.0","0.0","sa657744"
"Julian Merryweather","Indians","0","0","6.05","0","0","0","1.0","1","1","0","0","1","1.74","4.24","5.11","5.93","0.0","0.0","sa829363"
"Deibi Yrizarri","Nationals","0","0","5.93","0","0","0","1.0","1","1","0","0","1","1.79","4.38","5.89","5.93","0.0","0.0","sa737247"
"Carlos Herrera","Royals","0","0","5.76","0","0","0","1.0","1","1","0","0","1","1.78","4.36","6.18","5.93","0.0","0.0","sa737078"
"Javier Palacios","Rockies","0","0","6.02","0","0","0","1.0","1","1","0","0","1","1.74","4.30","4.78","5.93","0.0","0.0","sa597688"
